파일경로,파일명,제목,아티스트,연도,장르,추천장르,Spotify_인기도,Spotify_URL,검색_결과
/Users/mac/Downloads/djing/Bebe Rexha - I Got You (Clean).mp3,Bebe Rexha - I Got You (Clean).mp3,I Got You (Clean),Bebe Rexha,2016.0,Pop,,66,https://open.spotify.com/track/2jB9QaPJyVdz2Q0Va8rrnU,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Shanice - I Love Your Smile (Clean).mp3,Shanice - I Love Your Smile (Clean).mp3,I Love Your Smile (Clean),Shanice,1991.0,R&B,,64,https://open.spotify.com/track/69mFxANpGyq9s69LqH3d9G,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Snootie Wild ft Jeremih & Lil Boosie - Made Me (Remix) (Dirty).mp3,Snootie Wild ft Jeremih & Lil Boosie - Made Me (Remix) (Dirty).mp3,Made Me (Remix) (Dirty),Snootie Wild ft Jeremih & Lil Boosie,,Hip Hop,,26,https://open.spotify.com/track/0uwmgMXqoJ7wh102MTHTN7,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Moneybagg Yo - Wockesha (Dirty).mp3,Moneybagg Yo - Wockesha (Dirty).mp3,Wockesha (Dirty),Moneybagg Yo,2021.0,Hip Hop,,67,https://open.spotify.com/track/0nqhKXDjsyBMvbeWmgijD0,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Calvin Harris - Faking It (Feat. Kehlani & Lil Yachty).mp3,Calvin Harris - Faking It (Feat. Kehlani & Lil Yachty).mp3,Faking It (Feat. Kehlani & Lil Yachty),Calvin Harris,2017.0,Dance pop,,62,https://open.spotify.com/track/0pJPdSVti6cTM1Q6xYGmcf,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Terrace Martin ft Cordae - Work It Out (Clean).mp3,Terrace Martin ft Cordae - Work It Out (Clean).mp3,Work It Out (Clean),Terrace Martin ft Cordae,2022.0,R&B,,22,https://open.spotify.com/track/2oe4x8Jyepl6MfvkfOqoXW,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/AJR - Weak (Clean).mp3,AJR - Weak (Clean).mp3,Weak (Clean),AJR,2017.0,Top 40,,64,https://open.spotify.com/track/3BuLtAmXKy5uQYl4ED1zBT,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Nicki Minaj - FTCU (Dirty).mp3,Nicki Minaj - FTCU (Dirty).mp3,FTCU (Dirty),Nicki Minaj,2023.0,Hip-Hop / R&B,,73,https://open.spotify.com/track/1a73gcEg6h6Re6hHXoVltJ,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Liam Payne ft Quavo - Strip That Down (BPM Supreme Trap Remix) (Clean Extended).mp3,Liam Payne ft Quavo - Strip That Down (BPM Supreme Trap Remix) (Clean Extended).mp3,Strip That Down (BPM Supreme Trap Remix) (Clean Extended),Liam Payne ft Quavo,2018.0,Trap,,73,https://open.spotify.com/track/29JrmE89KgRyCxBIzq2Ocw,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Tory Lanez ft Snoop Dogg - Beauty In The Benz (Dirty).mp3,Tory Lanez ft Snoop Dogg - Beauty In The Benz (Dirty).mp3,Beauty In The Benz (Dirty),Tory Lanez ft Snoop Dogg,2019.0,Hip Hop,,50,https://open.spotify.com/track/0BpYTh0O2ut5wvt0QtDGt4,발견 (유사도: 1.00)
"/Users/mac/Downloads/djing/DaBaby ft Lil Baby, Moneybagg Yo - TOES (Dirty).mp3","DaBaby ft Lil Baby, Moneybagg Yo - TOES (Dirty).mp3",TOES (Dirty),DaBaby ft Lil Baby & Moneybagg Yo,2019.0,Hip-Hop / R&B,,24,https://open.spotify.com/track/04e6dFrlPsn9xwddkITwij,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Mobb Deep - Taking You Off Here (Dirty).mp3,Mobb Deep - Taking You Off Here (Dirty).mp3,Taking You Off Here (Dirty),Mobb Deep,2014.0,Hip Hop,,27,https://open.spotify.com/track/42V1elpc0J2Q8XrQlSuox8,발견 (유사도: 0.70)
/Users/mac/Downloads/djing/XXXTENTACION - SAD! (Dirty).mp3,XXXTENTACION - SAD! (Dirty).mp3,SAD! (Dirty),XXXTENTACION,2018.0,Hip Hop,,83,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Fifth Harmony - He Like That (Clean).mp3,Fifth Harmony - He Like That (Clean).mp3,He Like That (Clean),Fifth Harmony,,Pop,,53,https://open.spotify.com/track/1zjcIIrm2fbVFmG3dsj03e,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Carly Rae Jepsen - Come Over (Clean).mp3,Carly Rae Jepsen - Come Over (Clean).mp3,Come Over (Clean),Carly Rae Jepsen,2023.0,Pop,,43,https://open.spotify.com/track/6JC9VO8xffWNFGzucmNnmB,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Rae Sremmurd - Come Get Her (Dirty) 오후 9.22.43.mp3,Rae Sremmurd - Come Get Her (Dirty) 오후 9.22.43.mp3,Come Get Her (Dirty),Rae Sremmurd,,Hip Hop,,75,https://open.spotify.com/track/1Ser4X0TKttOvo8bgdytTP,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Bryson Tiller - Whatever She Wants (Dirty).mp3,Bryson Tiller - Whatever She Wants (Dirty).mp3,Whatever She Wants (Dirty),Bryson Tiller,2024.0,Hip Hop,,82,https://open.spotify.com/track/57wp7VFnV8X0pSVnYArGeJ,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/David Banner ft Tito Lo - Black Fist (Dirty).mp3,David Banner ft Tito Lo - Black Fist (Dirty).mp3,Black Fist (Dirty),David Banner ft Tito Lo,2016.0,Hip Hop,,15,https://open.spotify.com/track/5VIiPXIVdhJueyT9AX3K29,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Boosie BadAzz - Black Heaven  (Feat. Keyshia Cole & J. Cole).mp3,Boosie BadAzz - Black Heaven  (Feat. Keyshia Cole & J. Cole).mp3,Black Heaven  (Feat. Keyshia Cole & J. Cole),Boosie BadAzz,2015.0,Rap / R&B,,33,https://open.spotify.com/track/16I4QSIW7McKGyz5YlQU0F,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Bhad Bhabie ft Kodak Black - Bestie (Dirty).mp3,Bhad Bhabie ft Kodak Black - Bestie (Dirty).mp3,Bestie (Dirty),Bhad Bhabie ft Kodak Black,2019.0,Hip Hop / Female Rap / Club,,57,https://open.spotify.com/track/4lFBfri98nc9yDjQKVaQZ0,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Lady Gaga - Stupid Love (Clean).mp3,Lady Gaga - Stupid Love (Clean).mp3,Stupid Love (Clean),Lady Gaga,2020.0,Pop,,71,https://open.spotify.com/track/7yBbV2k2S2uhaQc24NF2xt,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/나플라 (nafla) - run! (Feat. JUSTHIS).mp3,나플라 (nafla) - run! (Feat. JUSTHIS).mp3,run! (Feat. JUSTHIS),나플라 (nafla),2021.0,Rap / K-Rap,,37,https://open.spotify.com/track/5UKf82epsMYtjpZR9QGtns,발견 (유사도: 0.60)
/Users/mac/Downloads/djing/Rico Nasty ft Flo Milli - Money (Dirty).mp3,Rico Nasty ft Flo Milli - Money (Dirty).mp3,Money (Dirty),Rico Nasty ft Flo Milli,2021.0,Hip Hop,,45,https://open.spotify.com/track/2xo2fUrwrdOruV2zdNtWoP,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/City Girls - Where The Bag At (Dirty).mp3,City Girls - Where The Bag At (Dirty).mp3,Where The Bag At (Dirty),City Girls,2018.0,Hip Hop / Female Rap / Club Anthem,,44,https://open.spotify.com/track/7GlZhPkCA259c3ICFU0eaG,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Nafe Smallz ft Tory Lanez - Good Love (Dirty).mp3,Nafe Smallz ft Tory Lanez - Good Love (Dirty).mp3,Good Love (Dirty),Nafe Smallz ft Tory Lanez,2019.0,Dancehall,,48,https://open.spotify.com/track/1JXpUbggYnLjfpUEFk29s3,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/SWEATA - R&B Dreams (Dirty).mp3,SWEATA - R&B Dreams (Dirty).mp3,R&B Dreams (Dirty),SWEATA,2025.0,R&B,,29,https://open.spotify.com/track/29HjzEowGKj7ghEDfnrj03,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Bebe Rexha - Chase It (Mmm Da Da Da) (Clean).mp3,Bebe Rexha - Chase It (Mmm Da Da Da) (Clean).mp3,Chase It (Mmm Da Da Da) (Clean),Bebe Rexha,2024.0,Pop,,60,https://open.spotify.com/track/08APpCYHGsbJ2N9jhRgLQY,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/City Girls ft Cardi B - Twerk (Dirty).mp3,City Girls ft Cardi B - Twerk (Dirty).mp3,Twerk (Dirty),City Girls ft Cardi B,2019.0,Hip Hop / Female Rap / Twerk,,64,https://open.spotify.com/track/0RRm4OS5ymfZryXBuj0G2m,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/GloRilla ft Finesse2Tymes - Finesse Da Glo (Dirty).mp3,GloRilla ft Finesse2Tymes - Finesse Da Glo (Dirty).mp3,Finesse Da Glo (Dirty),GloRilla ft Finesse2Tymes,2024.0,Hip Hop,,51,https://open.spotify.com/track/1nKgk560ybSt7eZLtFAa9p,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Tech N9ne - Tech N9ne (Don't Nobody Want None) (Dirty).mp3,Tech N9ne - Tech N9ne (Don't Nobody Want None) (Dirty).mp3,Tech N9ne (Don't Nobody Want None) (Dirty),Tech N9ne,2018.0,Hip Hop,,50,https://open.spotify.com/track/1ouZjDGBAGzv7jr2qHmv8T,발견 (유사도: 0.82)
/Users/mac/Downloads/djing/Icona Pop ft Charli XCX - I Love It (Dirty).mp3,Icona Pop ft Charli XCX - I Love It (Dirty).mp3,I Love It (Dirty),Icona Pop ft Charli XCX,2012.0,Pop,,79,https://open.spotify.com/track/6HZ9VeI5IRFCNQLXhpF4bq,발견 (유사도: 1.00)
"/Users/mac/Downloads/djing/Saweetie - P.U.S.S.Y. (Powerful, Utopia, Supreme, Sacred, Yummy) (Dirty).mp3","Saweetie - P.U.S.S.Y. (Powerful, Utopia, Supreme, Sacred, Yummy) (Dirty).mp3","P.U.S.S.Y. (Powerful, Utopia, Supreme, Sacred, Yummy) (Dirty)",Saweetie,2022.0,Hip Hop,,29,https://open.spotify.com/track/5gG8sYCZ22yJI8jBt0623H,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/J Balvin & Skrillex - In Da Getto (Dirty).mp3,J Balvin & Skrillex - In Da Getto (Dirty).mp3,In Da Getto (Dirty),J Balvin & Skrillex,2021.0,Latin Pop,,71,https://open.spotify.com/track/1q0PYXTbDsirp2l74ng6pn,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/창모 (CHANGMO) - 마에스트로 (Maestro).mp3,창모 (CHANGMO) - 마에스트로 (Maestro).mp3,마에스트로 (Maestro),창모 (CHANGMO),2016.0,Hip Hop / K-rap,,,,찾을 수 없음
"/Users/mac/Downloads/djing/Wiz Khalifa ft Megan Thee Stallion, Ty Dolla Sign & Mustard - Y U Mad (Dirty).mp3","Wiz Khalifa ft Megan Thee Stallion, Ty Dolla Sign & Mustard - Y U Mad (Dirty).mp3",Y U Mad (Dirty),"Wiz Khalifa ft Megan Thee Stallion, Ty Dolla Sign & Mustard",2020.0,Hip Hop / R&B,,43,https://open.spotify.com/track/34TAFsrcHSBvLxhXZMBRSF,발견 (유사도: 0.82)
/Users/mac/Downloads/djing/Paul Blanco - SHOOT (Feat. Uneducated Kid).mp3,Paul Blanco - SHOOT (Feat. Uneducated Kid).mp3,SHOOT (Feat. Uneducated Kid),Paul Blanco,2020.0,Rap / K-Rap,,28,https://open.spotify.com/track/6uNsPeFAuFOdZcdP78kJ0h,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/EARTHGANG ft Future - BILLI (Dirty).mp3,EARTHGANG ft Future - BILLI (Dirty).mp3,BILLI (Dirty),EARTHGANG ft Future,2022.0,Hip Hop,,41,https://open.spotify.com/track/2w0DHjwF1NIMGXKeypz0sr,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Chocolate Drop DaBaddest ft Fetty P Franklin & Hotboy Shaq - Outside (Remix) (Dirty).mp3,Chocolate Drop DaBaddest ft Fetty P Franklin & Hotboy Shaq - Outside (Remix) (Dirty).mp3,Outside (Remix) (Dirty),Chocolate Drop DaBaddest ft Fetty P Franklin & Hotboy Shaq,2024.0,Hip Hop,,0,https://open.spotify.com/track/4DqvVZPVbHjufkjbZ0gzTe,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Eminem ft Rihanna - The Monster (Dirty).mp3,Eminem ft Rihanna - The Monster (Dirty).mp3,The Monster (Dirty),Eminem ft Rihanna,2013.0,Pop,,82,https://open.spotify.com/track/48RrDBpOSSl1aLVCalGl5C,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Big Sean ft Charlie Wilson - Break The Cycle (Dirty).mp3,Big Sean ft Charlie Wilson - Break The Cycle (Dirty).mp3,Break The Cycle (Dirty),Big Sean ft Charlie Wilson,2024.0,Hip Hop,,45,https://open.spotify.com/track/6hZBgGGkBdYHpjj6MZeJtG,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Juice WRLD - Cavalier (Dirty).mp3,Juice WRLD - Cavalier (Dirty).mp3,Cavalier (Dirty),Juice WRLD,2024.0,Hip Hop,,66,https://open.spotify.com/track/3GqB3q2lYK3qsvhghx92rS,발견 (유사도: 1.00)
"/Users/mac/Downloads/djing/Blxst, Bino Rideaux - Wake It Up.mp3","Blxst, Bino Rideaux - Wake It Up.mp3",Wake It Up,"Blxst, Bino Rideaux",2019.0,R&B,,53,https://open.spotify.com/track/3Pbtt8jhlmxlRO8zpf6Uzh,발견 (유사도: 0.88)
/Users/mac/Downloads/djing/Armani White ft A$AP Ferg - SILVER TOOTH. (Dirty).mp3,Armani White ft A$AP Ferg - SILVER TOOTH. (Dirty).mp3,SILVER TOOTH. (Dirty),Armani White ft A$AP Ferg,2023.0,Hip Hop,,64,https://open.spotify.com/track/5Xb9LkVG98JiLorzV9O56r,발견 (유사도: 1.00)
"/Users/mac/Downloads/djing/PRETTYMUCH - 10,000 Hours (Clean).mp3","PRETTYMUCH - 10,000 Hours (Clean).mp3","10,000 Hours (Clean)",PRETTYMUCH,2018.0,Pop,,43,https://open.spotify.com/track/1mklEaSnZ6Vl4cHZ6AnnNC,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Usimamane ft Rick Ross - Dangerous II (Dirty).mp3,Usimamane ft Rick Ross - Dangerous II (Dirty).mp3,Dangerous II (Dirty),Usimamane ft Rick Ross,2025.0,Hip Hop,,40,https://open.spotify.com/track/7A15WOGrEJLCAwOilxJyxN,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/The Weeknd ft Lana Del Rey - The Abyss (Clean).mp3,The Weeknd ft Lana Del Rey - The Abyss (Clean).mp3,The Abyss (Clean),The Weeknd ft Lana Del Rey,2025.0,Pop,,79,https://open.spotify.com/track/5ZDKPFRZC6QlJpf8bCIXTs,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Problem - I'm Toe Up (Dirty).mp3,Problem - I'm Toe Up (Dirty).mp3,I'm Toe Up (Dirty),Problem,,Hip Hop,,8,https://open.spotify.com/track/2HVTinejsMeGwywPiZ9P2d,발견 (유사도: 0.60)
/Users/mac/Downloads/djing/LL Cool J ft Rick Ross & Fat Joe - Saturday Night Special (Dirty).mp3,LL Cool J ft Rick Ross & Fat Joe - Saturday Night Special (Dirty).mp3,Saturday Night Special (Dirty),LL Cool J ft Rick Ross & Fat Joe,2024.0,Hip Hop,,10,https://open.spotify.com/track/5bYlymJgPCKhrBnihRcilx,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Playboi Carti ft Ty Dolla $ign & Young Thug - WE NEED ALL DA VIBES (Dirty).mp3,Playboi Carti ft Ty Dolla $ign & Young Thug - WE NEED ALL DA VIBES (Dirty).mp3,WE NEED ALL DA VIBES (Dirty),Playboi Carti ft Ty Dolla $ign & Young Thug,2025.0,Hip Hop,,75,https://open.spotify.com/track/4XcZp2xqbiD8YsnPboNUDo,발견 (유사도: 0.82)
/Users/mac/Downloads/djing/Katy Perry - NO TEARS FOR NEW YEAR'S (Clean).mp3,Katy Perry - NO TEARS FOR NEW YEAR'S (Clean).mp3,NO TEARS FOR NEW YEAR'S (Clean),Katy Perry,2024.0,Pop,,50,https://open.spotify.com/track/29f9Fsie82gDA7PVdq3qrc,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Luh Tyler - Bad Bitch (Dirty).mp3,Luh Tyler - Bad Bitch (Dirty).mp3,Bad Bitch (Dirty),Luh Tyler,2024.0,Hip Hop,,4,https://open.spotify.com/track/3Lc2pH8yRS99aQxAe2JcKW,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Robin Thicke ft Pharrell & T.I. - Blurred Lines (Dirty).mp3,Robin Thicke ft Pharrell & T.I. - Blurred Lines (Dirty).mp3,Blurred Lines (Dirty),Robin Thicke ft Pharrell & T.I.,2013.0,Pop / Funk / R&B,,83,https://open.spotify.com/track/0n4bITAu0Y0nigrz3MFJMb,발견 (유사도: 1.00)
"/Users/mac/Downloads/djing/DJ Snake & Sheck Wes ft Offset, 21 Savage, Gucci Mane - Enzo (Dirty).mp3","DJ Snake & Sheck Wes ft Offset, 21 Savage, Gucci Mane - Enzo (Dirty).mp3",Enzo (Dirty),"DJ Snake & Sheck Wes ft Offset, 21 Savage, Gucci Mane",2019.0,Hip Hop,,7,https://open.spotify.com/track/7Lqcht6Zp86ICFgqjP4Lsx,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Lil Wayne - A Milli (Dirty).mp3,Lil Wayne - A Milli (Dirty).mp3,A Milli (Dirty),Lil  Wayne,2008.0,Hip-Hop / R&B,,73,https://open.spotify.com/track/3uqinR4FCjLv28bkrTdNX5,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Lil Tecca - Down With Me (Dirty).mp3,Lil Tecca - Down With Me (Dirty).mp3,Down With Me (Dirty),Lil Tecca,2023.0,Hip Hop,,73,https://open.spotify.com/track/00n83h3zn2IrySO4Q4aTrG,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Olamide ft Wizkid - KANA (Dirty).mp3,Olamide ft Wizkid - KANA (Dirty).mp3,KANA (Dirty),Olamide ft Wizkid,2018.0,Afrobeat,,61,https://open.spotify.com/track/3uTe5oVxtAO1cnsJm4uFCJ,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/DaBaby - PHAT (Dirty).mp3,DaBaby - PHAT (Dirty).mp3,PHAT (Dirty),DaBaby,2024.0,Hip Hop,,72,https://open.spotify.com/track/0UXC93QrbB1by2v4Fa6ILS,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Sauce Walka ft Bossman Dlow - Rules (Dirty).mp3,Sauce Walka ft Bossman Dlow - Rules (Dirty).mp3,Rules (Dirty),Sauce Walka ft Bossman Dlow,2024.0,Hip Hop,,50,https://open.spotify.com/track/5OBKszbjH0qjrc7t0Aj25z,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Bhad Bhabie ft Lil Yachty - Gucci Flip Flops (Dirty).mp3,Bhad Bhabie ft Lil Yachty - Gucci Flip Flops (Dirty).mp3,Gucci Flip Flops (Dirty),Bhad Bhabie ft Lil Yachty,2018.0,Hip Hop,,71,https://open.spotify.com/track/3hv6ndi7uFT9L9wrhQCsqY,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Charli XCX ft Troye Sivan - Talk talk (Dirty).mp3,Charli XCX ft Troye Sivan - Talk talk (Dirty).mp3,Talk talk (Dirty),Charli XCX ft Troye Sivan,2024.0,Pop,,72,https://open.spotify.com/track/62fqMvguJbsSs9HKhhRfuS,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/DJ Snake ft J Balvin & Tyga - Loco Contigo (Dirty).mp3,DJ Snake ft J Balvin & Tyga - Loco Contigo (Dirty).mp3,Loco Contigo (Dirty),DJ Snake ft J Balvin & Tyga,2019.0,Pop / Latin / Club,,7,https://open.spotify.com/track/3uAttX8k0RlfwwGV8SGN0R,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Pop Smoke ft 42 Dugg & 21 Savage - Bout A Million (Dirty).mp3,Pop Smoke ft 42 Dugg & 21 Savage - Bout A Million (Dirty).mp3,Bout A Million (Dirty),Pop Smoke ft 42 Dugg & 21 Savage,2021.0,Hip Hop,,12,https://open.spotify.com/track/39WSZ4JqznyuErRqpc0f0b,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Shordie Shordie & Lefty Gunplay - It (Dirty).mp3,Shordie Shordie & Lefty Gunplay - It (Dirty).mp3,It (Dirty),Shordie Shordie & Lefty Gunplay,2024.0,Hip Hop,,51,https://open.spotify.com/track/1Nmy7xk7wcLtDj7k63ZRrR,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Pretty Ricky - Grind With Me (Dirty).mp3,Pretty Ricky - Grind With Me (Dirty).mp3,Grind With Me (Dirty),Pretty Ricky,2005.0,Hip Hop,,69,https://open.spotify.com/track/3B7i9OKRRmIsSBHEbJz58Y,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Post Malone ft Roddy Ricch - Cooped Up (Dirty).mp3,Post Malone ft Roddy Ricch - Cooped Up (Dirty).mp3,Cooped Up (Dirty),Post Malone ft Roddy Ricch,2022.0,Hip Hop / R&B / Trap,,68,https://open.spotify.com/track/32vE1nuG8T9c8bhmZdRY6d,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Anitta ft Saweetie - Faking Love (Dirty).mp3,Anitta ft Saweetie - Faking Love (Dirty).mp3,Faking Love (Dirty),Anitta ft Saweetie,2021.0,Latin Pop,,52,https://open.spotify.com/track/3V7jLMYvvg4BHi4tmDveNc,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/사이먼 도미닉 - DAx4.mp3,사이먼 도미닉 - DAx4.mp3,DAx4,사이먼 도미닉,2019.0,Rap / K-rap,,40,https://open.spotify.com/track/08BjRgnqzK1TAOU0zksdwB,발견 (유사도: 0.60)
/Users/mac/Downloads/djing/Erica Banks - Designer (Dirty).mp3,Erica Banks - Designer (Dirty).mp3,Designer (Dirty),Erica Banks,2021.0,Hip-Hop / R&B,,19,https://open.spotify.com/track/77NqixRm6R0jsRsflJ0BiP,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Junior Kelly - Love So Nice.mp3,Junior Kelly - Love So Nice.mp3,Love So Nice,Junior Kelly,2000.0,Reggae,,47,https://open.spotify.com/track/18cx4ToAmtEvhkcuW9RaS2,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/NLE Choppa - Ballin (Dirty).mp3,NLE Choppa - Ballin (Dirty).mp3,Ballin (Dirty),NLE Choppa,2024.0,Hip Hop,,44,https://open.spotify.com/track/4EyehfnpTIVDavxTccLdET,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/YG ft Young Jeezy & Rich Homie Quan - My Hitta (Dirty).mp3,YG ft Young Jeezy & Rich Homie Quan - My Hitta (Dirty).mp3,My Nigga (Dirty),YG ft Young Jeezy & Rich Homie Quan,2014.0,Hip Hop / West Coast / Club,,71,https://open.spotify.com/track/19OHDib8Jrqi3o2nm5lzdA,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Doechii & JT - Alter Ego (Dirty).mp3,Doechii & JT - Alter Ego (Dirty).mp3,Alter Ego (Dirty),Doechii & JT,2024.0,Hip Hop,,79,https://open.spotify.com/track/2xaaJcmvMOmpDbTwlWnjFh,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/에스파(aespa) - Whiplash.mp3,에스파(aespa) - Whiplash.mp3,Whiplash,aespa,2024.0,K-pop,,78,https://open.spotify.com/track/6uPnrBgweGOcwjFL4ItAvV,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/개코 & 아우릴고트 (OUREALGOAT) & SINCE & 안병웅 & Tabber & 조광일 & 코드 쿤스트 (CODE KUNST) - Wake Up (Prod. by 코드 쿤스트).mp3,개코 & 아우릴고트 (OUREALGOAT) & SINCE & 안병웅 & Tabber & 조광일 & 코드 쿤스트 (CODE KUNST) - Wake Up (Prod. by 코드 쿤스트).mp3,Wake Up (Prod. by 코드 쿤스트),개코 & 아우릴고트 (OUREALGOAT) & SINCE & 안병웅 & Tabber & 조광일 & 코드 쿤스트 (CODE KUNST),2021.0,Rap / K-Rap,,48,https://open.spotify.com/track/3ijq6sRH7PgRabMb83VvQO,발견 (유사도: 0.60)
/Users/mac/Downloads/djing/Big Boss Vette ft Gloss Up - Fly Shhh (Dirty).mp3,Big Boss Vette ft Gloss Up - Fly Shhh (Dirty).mp3,Fly Shhh (Dirty),Big Boss Vette ft Gloss Up,2023.0,Hip Hop,,23,https://open.spotify.com/track/5xsd1d5ArJqqdBTK7RHOKN,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/T.I. ft Chris Brown - Private Show (Dirty).mp3,T.I. ft Chris Brown - Private Show (Dirty).mp3,Private Show (Dirty),T.I. ft Chris Brown,,R&B,,52,https://open.spotify.com/track/4HfsgrdwKNkytFkuuG3w4n,발견 (유사도: 1.00)
"/Users/mac/Downloads/djing/OG Parker ft Chris Brown, Latto & PnB Rock - Rain Down (Dirty).mp3","OG Parker ft Chris Brown, Latto & PnB Rock - Rain Down (Dirty).mp3",Rain Down (Dirty),"OG Parker ft Chris Brown, Latto & PnB Rock",2021.0,R&B,,37,https://open.spotify.com/track/3j2c4L32wU4LkILIkDzqse,발견 (유사도: 0.82)
/Users/mac/Downloads/djing/Estelle ft Nas - Fall In Love (Dirty).mp3,Estelle ft Nas - Fall In Love (Dirty).mp3,Fall In Love (Dirty),Estelle ft Nas,2010.0,R&B,,13,https://open.spotify.com/track/6DaJy3HbS3rwQ33AzPnnnt,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Nelly - Air Force Ones (Dirty).mp3,Nelly - Air Force Ones (Dirty).mp3,Air Force Ones (Dirty),Nelly,2002.0,Hip Hop,,67,https://open.spotify.com/track/7kAFSrTIOiVZ0gnHBuAH3l,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/에픽하이 (EPIK HIGH) - Face ID (Feat. 기리보이 & Sik-K & JUSTHIS).mp3,에픽하이 (EPIK HIGH) - Face ID (Feat. 기리보이 & Sik-K & JUSTHIS).mp3,Face ID (Feat. 기리보이 & Sik-K & JUSTHIS),에픽하이 (EPIK HIGH),2021.0,"Rap,K-Rap",,32,https://open.spotify.com/track/6ue5eOPduRSZDqVw2QBvhe,발견 (유사도: 0.42)
/Users/mac/Downloads/djing/DJ Mustard ft Young Thug & YG - Party (Dirty).mp3,DJ Mustard ft Young Thug & YG - Party (Dirty).mp3,Party (Dirty),DJ Mustard ft Young Thug & YG,2016.0,Hip Hop,,35,https://open.spotify.com/track/1wOedAzMfq77F8wzEAMMyN,발견 (유사도: 0.88)
/Users/mac/Downloads/djing/Chris Brown - Deuces (Feat. Tyga & Kevin McCall) (Clean Ver.).mp3,Chris Brown - Deuces (Feat. Tyga & Kevin McCall) (Clean Ver.).mp3,Deuces (Feat. Tyga & Kevin McCall) (Clean Ver.),Chris Brown,2010.0,R&B,,75,https://open.spotify.com/track/6wN4nT2qy3MQc098yL3Eu9,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/이효리 - 10 MINUTES.mp3,이효리 - 10 MINUTES.mp3,10 MINUTES,이효리,2003.0,Dance / K-Pop,,68,https://open.spotify.com/track/2Tfv41qZ0U3ahZiKiDBa4a,발견 (유사도: 0.60)
